X1,X2
NBN,RAD9A
CKAP5,NDEL1
BUB1,CENPF
BUB1,CENPE
B9D2,TAOK1
ANAPC11,UBE2D1
BUB1,CENPI
BUB1,CENPH
BUB3,ZW10
CENPF,NUF2
CENPQ,NUDC
ITGB3BP,MAD1L1
AHCTF1,BUB1
AHCTF1,BUB3
RAD50,RAD9B
ANAPC5,BUB3
RAD50,RAD9A
DYNC1H1,RCC2
CENPF,NDE1
CENPQ,NDE1
PAFAH1B1,RCC2
CENPQ,NUF2
ATM,RNF168
BRCA1,TOP3A
BARD1,NBN
BUB3,NSL1
KIF18A,SEC13
CENPA,TAOK1
DSN1,KIF18A
CENPT,NUP43
CENPA,CENPT
SEH1L,SKA2
SEH1L,SKA1
PSME4,PSMF1
CENPA,CENPQ
CENPA,CENPO
CENPA,CENPN
NUP85,PMF1
CENPA,CENPM
CENPF,NUDC
CENPA,CENPL
CENPA,CENPK
CENPA,CENPI
CENPA,CENPH
MAPRE1,RANBP2
ANAPC11,UBE2E1
CENPA,CENPF
CENPA,CENPE
CENPT,NUP37
RAD9A,TP53
CLASP2,ZWILCH
RCC2,ZWILCH
NUP160,RANBP2
MAD2L1,NUP107
SEC13,ZW10
PIAS4,UBE2N
RFC4,RMI1
KIF18A,SPC25
KIF18A,SPC24
BUB3,XPO1
DYNC1I2,ZWINT
EYA1,HIST3H3
CENPE,KIF18A
PIAS4,UBE2I
BUB3,CDC27
BUB3,CDC26
CENPH,RCC2
BUB3,CDC23
BUB3,CDC20
CENPL,RPS27
CLASP1,ZWINT
DSN1,TAOK1
BUB3,CDC16
NUP133,PMF1
MAD2L1,NUP133
NBN,RPA2
NBN,RPA3
NBN,RPA1
NDC80,PPP1CC
CENPT,NUP85
PSMD6,UBC
PSMD6,UBB
CKAP5,KIF2C
CKAP5,KIF2A
CKAP5,KIF2B
AHCTF1,PMF1
DYNC1LI2,TAOK1
CLIP1,XPO1
CKAP5,XPO1
DYNC1I1,NDE1
ANAPC10,CDC16
NBN,RAD17
PSMB4,PSMD7
PSMB4,PSMD8
CENPO,DYNC1LI1
PSMB4,PSMD9
MIS12,XPO1
CENPO,DYNC1LI2
MDC1,RAD50
DYNC1I1,NUF2
RANGAP1,TAOK1
PSMB4,PSMD1
PSMB4,PSMD2
PSMB4,PSMD3
PSMB4,PSMD4
PSMB4,PSMD5
PSMB4,PSMD6
HIST3H3,UIMC1
DYNC1H1,SEH1L
ANAPC10,CDC20
ANAPC10,CDC26
ANAPC10,CDC23
NSL1,ZWILCH
CENPO,CLASP2
CENPO,CLASP1
ANAPC10,CDC27
CDK1,WEE1
PSMB4,PSME1
PSMB4,PSME3
PSMB4,PSME4
CENPT,NUP98
DYNLL1,SEC13
DYNC1I1,NUDC
KAT5,SUMO1
BUB1B,KIF2C
BUB3,KIF18A
KNTC1,RPS27
INCENP,MAD2L1
BUB3,CDCA8
PSMB4,PSMF1
ERCC6L,NDC80
PIAS4,RAD50
BUB1B,KIF2A
BUB1B,KIF2B
DYNC1H1,ITGB3BP
CENPE,MAPRE1
ATR,RPA3
ATR,RPA1
ATR,RPA2
MAD2L1,ZWINT
BUB1B,NDEL1
NUP37,SPC24
NUP37,SPC25
CENPO,MAD1L1
AHCTF1,ZWILCH
PSMB6,PSMC1
PSMB6,PSMC2
NUP37,PLK1
NBN,RAD50
PSMB6,PSMC3
UBA52,UBE2V2
CENPI,CENPK
RFC2,TOPBP1
PSMB6,PSMC4
CENPI,CENPM
PSMB6,PSMC5
CENPI,CENPL
PSMB6,PSMC6
CENPI,CENPO
CENPI,CENPN
B9D2,XPO1
CENPI,CENPQ
ERCC6L,RANBP2
CLASP2,KNTC1
CENPI,CENPT
NUP37,SEC13
MIS12,ZW10
PSMB2,RPS27A
SEH1L,SPC24
SEH1L,SPC25
PSMB6,PSMB7
PSMB6,PSMB8
PSMB6,PSMB9
PSMB4,PSMB5
PSMB4,PSMB6
PSMB4,PSMB7
PSMB4,PSMB8
PSMB4,PSMB9
PSMF1,UBC
PSMF1,UBB
NUP98,SEH1L
CENPK,CENPT
CENPK,CENPO
CENPK,CENPN
CENPK,CENPQ
BARD1,MDC1
CENPK,CENPM
CENPK,CENPL
ERCC6L,MAPRE1
SKA1,ZWINT
PSMB4,PSMC6
DYNLL1,MIS12
BUB1,CENPN
BUB1,CENPM
BUB1,CENPL
PSMB4,PSMC1
BUB1,CENPK
PSMB4,PSMC2
PSMB4,PSMC3
BUB1,CENPQ
PSMB4,PSMC4
PSMB4,PSMC5
BUB1,CENPO
DYNLL1,SPC24
DYNLL1,SPC25
BUB1,CENPT
B9D2,ITGB3BP
BUB1B,PLK1
AHCTF1,SEH1L
RPS27,SEH1L
TP53,UBA52
CKAP5,NUF2
CLIP1,NUP43
AHCTF1,DYNC1LI2
AHCTF1,DYNC1LI1
CENPK,MIS12
PSMD9,UBC
CENPM,RANBP2
PSMD9,UBB
PLK1,PMF1
KIF2A,RANBP2
MAD2L1,ZW10
CKAP5,NUDC
KIF2B,PMF1
CLIP1,NUP37
BUB1B,INCENP
DYNC1LI1,ZWILCH
AURKB,CDCA8
PSMD2,PSMD9
PSMD2,PSMD7
PSMD2,PSMD8
PSMD2,PSMD5
PSMD2,PSMD6
PSMD2,PSMD3
PSMD2,PSMD4
RCC2,SPC25
PSMC1,TP53
CLASP1,RANGAP1
NUP133,NUP160
RBBP8,WRN
CENPF,MIS12
PSMA4,RPS27A
CENPF,SPC24
PSMD2,PSME4
CENPF,SPC25
PSMD2,PSME3
PSMD2,PSME1
RCC2,SPC24
BUB1,DSN1
DYNC1I1,ZWILCH
MAD2L1,XPO1
HIST3H3,MDC1
CENPO,KIF18A
CENPI,ZWINT
CENPF,SEC13
NUDC,RANBP2
KDM4B,SUMO1
CDCA8,KIF18A
KDM4A,RNF8
CLIP1,NUP85
NDE1,RCC2
INCENP,TAOK1
DYNLL2,SEH1L
DYNC1LI1,RANGAP1
BRCA1,HIST1H4A
PSMC6,PSMD13
PSMC6,PSMD14
PSMC6,PSMD11
PSMC6,PSMD12
BUB3,SKA1
BUB3,SKA2
PSMC6,PSMD10
PSMA3,TP53
BARD1,UIMC1
NUP107,RPS27
CENPA,NDEL1
KIF2A,NUP160
NUP37,RPS27
CKAP5,NDE1
RAD9B,RBBP8
CENPH,SEH1L
CDCA8,PMF1
PSMC1,UBA52
CENPK,NUP43
CLIP1,MIS12
CENPM,NUP160
PAFAH1B1,TAOK1
CENPA,KIF2A
BAZ1B,HIST1H4A
CENPA,KIF2C
CENPA,KIF2B
RAD50,WRN
NUP98,SPC24
CENPM,CLASP1
CENPM,CLASP2
AURKB,NDC80
CENPK,NUP37
ITGB3BP,NUP98
NUP98,SPC25
MAD2L1,NUP160
RPS27,ZWILCH
KNTC1,MAD1L1
PSMB10,PSMB5
EYA2,KAT5
PSMB10,PSMB4
RMI1,RPA3
PSMB10,PSMB3
RMI1,RPA2
PSMB10,PSMB2
RMI1,RPA1
PSMB10,PSMB9
PSMB10,PSMB8
PSMB10,PSMB7
PSMB10,PSMB6
AHCTF1,PPP1CC
KNTC1,SEH1L
CDKN2A,RPS27A
MAPRE1,ZWILCH
ITGB3BP,NUP85
PSMD7,RPS27A
BUB1,NDC80
PSMB10,PSMC2
PSMB10,PSMC1
PSMB10,PSMC6
PSMB10,PSMC5
PSMB10,PSMC4
PSMB10,PSMC3
KIF2A,NUP133
RPS27A,SUMO1
PSMB5,RPS27A
EYA2,H2AFX
KIF2B,RPS27
BARD1,HIST1H4A
PSMB10,PSMD3
PSMB10,PSMD2
PSMB10,PSMD1
PSMB10,PSMD7
PSMB10,PSMD6
PSMB10,PSMD5
SPC24,ZWILCH
PSMB10,PSMD4
BRCC3,UIMC1
PSMB10,PSMD9
PSMB10,PSMD8
CENPI,KIF18A
RBBP8,TOPBP1
CENPK,NUP85
KIF2A,NUP107
PSMD2,PSMF1
SPC25,ZWINT
RCC2,SKA2
RCC2,SKA1
NDEL1,SKA2
NDEL1,SKA1
ITGB3BP,RANBP2
CLIP1,SPC25
CLIP1,SPC24
SEH1L,TAOK1
NUP43,PMF1
XPO1,ZWILCH
B9D2,CENPF
PSMC6,UBA52
B9D2,CENPE
B9D2,CENPA
CCNB1,PKMYT1
CENPN,ZWINT
RAD9B,RMI1
AURKB,CDC20
BUB1,KIF18A
DYNC1LI1,SKA2
DYNC1LI1,SKA1
H2AFX,PPP5C
BARD1,DNA2
MAD1L1,SKA1
BRCA1,BRCC3
CENPK,PLK1
MAD1L1,SKA2
PSMD1,RPS27A
CENPK,NUP98
HIST1H4A,HIST3H3
CENPM,NUP133
B9D2,CENPT
B9D2,CENPQ
MIS12,NDC80
BARD1,KAT5
CENPH,ZWILCH
B9D2,CENPO
CENPO,DYNLL1
B9D2,CENPN
CENPO,DYNLL2
B9D2,CENPM
B9D2,CENPL
B9D2,CENPK
DYNC1I1,PPP1CC
B9D2,CENPI
B9D2,CENPH
EXO1,KAT5
DYNC1I1,SEH1L
KIF2B,KIF2C
DYNLL1,ZWILCH
ATR,TOP3A
CLASP2,NDE1
RAD17,RAD50
CENPF,NUP98
MDM2,PHF20
ATM,UBB
H2AFX,UBC
ATM,UBC
H2AFX,UBB
MAPRE1,PLK1
H2AFX,UIMC1
CLASP2,NUF2
CKAP5,ZWILCH
PSMB7,UBA52
CENPA,PMF1
NUP37,ZWILCH
CLASP2,NUDC
NBN,UIMC1
NDEL1,PAFAH1B1
MAPRE1,NDEL1
KIF2B,NDEL1
CENPF,CLASP1
CENPH,CLIP1
CENPQ,PAFAH1B1
CENPF,CLASP2
ATM,TOP3A
CLIP1,SEC13
MAD1L1,NUP133
B9D2,CLASP2
B9D2,CLASP1
AHCTF1,CDC20
CLASP1,DYNC1H1
CENPN,ZWILCH
DSN1,MAPRE1
BIRC5,RCC2
RBBP8,RFC5
RBBP8,RFC4
RAD50,TOPBP1
RBBP8,RFC3
KIF2B,ZWILCH
RBBP8,RFC2
PPP1CC,SEH1L
DYNC1H1,NDC80
MAD1L1,NUP107
PSMD9,TP53
CDCA8,RPS27
MDC1,RNF8
BRIP1,TOP3A
KAT5,UBE2I
BRCC3,KAT5
UBB,UBE2N
AURKB,ERCC6L
BARD1,RFC4
BARD1,RFC5
BARD1,RFC2
NUP107,PPP1CC
BARD1,RFC3
CENPA,ZWILCH
NUP43,RCC2
CENPO,DYNC1H1
KAT5,UBE2N
HUS1,NBN
PMF1,RPS27
NUP98,SEC13
ATR,CDC45
PSMD2,TP53
CENPO,DYNC1I1
NDE1,PAFAH1B1
CENPO,DYNC1I2
PSME4,UBA52
CENPF,NUP85
KAT5,RAD17
KIF2C,SEC13
KIF18A,RCC2
ERCC6L,RANGAP1
DYNC1LI2,PMF1
CENPE,MAD2L1
ANAPC10,ANAPC2
DBF4,MCM10
CDC7,CLSPN
CENPO,PPP1CC
ANAPC10,ANAPC7
ANAPC10,ANAPC4
ANAPC10,ANAPC5
CENPF,NUP43
NUF2,RPS27
RPA1,RPA3
RPA1,RPA2
CLASP1,KIF2C
CLASP1,KIF2B
CLASP1,KIF2A
EXO1,RFC3
EXO1,RFC4
EXO1,RFC5
EXO1,RFC2
B9D2,BUB1B
CENPF,NUP37
CLASP1,NDEL1
NDC80,SKA2
NDC80,SKA1
CENPI,MAPRE1
CLIP1,INCENP
CENPQ,NDC80
BUB1,PPP1CC
CENPE,ERCC6L
MAD1L1,PPP1CC
NBN,RFC4
NBN,RFC5
NBN,RFC2
NBN,RFC3
RCC2,SEC13
APBB1,HIST3H3
CLASP1,DYNC1I2
CDC20,DYNC1I1
CLASP1,DYNC1I1
CDC20,DYNC1I2
DSN1,PAFAH1B1
HIST1H4A,SUMO1
CENPK,SPC24
CENPK,SPC25
CLASP1,RANBP2
KAT5,RAD50
HUS1,TOPBP1
MAD1L1,NUP160
CENPK,SEC13
NUP160,TAOK1
CLASP1,MAD1L1
CDC45,CDK2
AHCTF1,DSN1
BRIP1,RFC5
BRIP1,RFC4
CENPI,ITGB3BP
BRIP1,RFC3
BRIP1,RFC2
CDC20,DYNC1H1
CENPI,NSL1
RAD1,RAD50
PSMA5,PSMA7
PSMA5,PSMA8
DNA2,RAD1
ATM,MAPK8
ANAPC7,MAD2L1
PSMA5,PSMB8
PSMA5,PSMB7
MIS12,SEH1L
PSMA5,PSMB9
PSMA5,PSMB4
PSMA5,PSMB3
DNA2,RAD9B
PSMA5,PSMB6
PSMA5,PSMB5
CENPQ,XPO1
CDCA8,PLK1
PSMA5,PSMB2
ERCC6L,SPC24
DNA2,RAD9A
PSMA5,PSMB1
ERCC6L,SPC25
CENPN,DYNLL2
CENPN,DYNLL1
PIAS4,UBB
PIAS4,UBC
PSMA5,PSMC5
PSMA5,PSMC4
PSMA5,PSMC6
PSMA5,PSMC1
SEC13,SKA1
CENPO,RANGAP1
SEC13,SKA2
PSMA5,PSMC3
PSMA5,PSMC2
CENPF,NUP133
SEC13,SPC24
SEC13,SPC25
KAT5,TOP3A
RFC3,RMI1
PSMA5,PSMD9
NUP98,RANGAP1
PSMA5,PSMD6
PSMA5,PSMD5
PSMA5,PSMD8
PSMA5,PSMD7
PSMA5,PSMD2
PSMA5,PSMD1
PSMA5,PSMD4
KIF18A,PMF1
PSMA5,PSMD3
CDC27,UBE2D1
BRCA1,UBE2N
HIST3H3,NBN
RAD1,RAD17
DYNC1LI2,MAPRE1
CDC27,UBE2E1
RPA1,TOPBP1
PSMA5,RPS27A
PSMD1,UBC
PSME1,RPS27A
PSMD1,UBB
DYNC1H1,PPP1CC
KDM4A,UBB
KDM4A,UBC
NUP43,PLK1
CENPL,KNTC1
AURKB,CLIP1
CENPI,ZW10
CENPN,DYNC1LI2
CENPN,DYNC1LI1
DSN1,NSL1
MAD2L1,TAOK1
DSN1,ZW10
KIF2C,SPC24
KIF2C,SPC25
CENPF,NUP160
KIF2C,MIS12
KNTC1,MAD2L1
KIF2C,PPP1CC
KIF2B,PLK1
MIS12,NUF2
MIS12,NDE1
PSMD10,UBA52
DNA2,RAD17
RAD1,RMI1
KIF2A,RPS27
CENPQ,KNTC1
KIF2C,NUP85
BRCA1,RAD50
RAD17,TOP3A
DYNLL2,KIF18A
NUP160,PPP1CC
CLASP1,DYNC1LI1
CLASP1,DYNC1LI2
CENPL,DSN1
CDC25A,CHEK1
DYNLL2,NDC80
CDC25A,CHEK2
CENPQ,NSL1
RNF8,UBA52
CENPQ,ZW10
HIST1H4A,UIMC1
DYNC1I2,ZWILCH
ERCC6L,MIS12
DSN1,XPO1
PSMB3,UBB
CKAP5,DYNLL1
RAD1,RAD9B
NDE1,SEH1L
PSMA5,UBC
RAD1,RAD9A
CKAP5,DYNLL2
PSMA5,UBB
PSMB3,UBC
PSMB4,RPS27A
NSL1,RPS27
BIRC5,CLIP1
ERCC6L,PLK1
PSMA7,TP53
PSMD14,UBA52
NUDC,PLK1
PSMD12,TP53
DNA2,RAD50
KIF2C,NUP43
MIS12,NUDC
BRCA1,RAD17
NSL1,XPO1
DYNC1I2,RPS27
MDM4,RPS27A
ERCC6L,SEC13
DSN1,KNTC1
KIF2C,NUP37
DYNC1LI2,RCC2
AURKB,SEH1L
CLASP2,KIF18A
CDCA8,KIF2C
CDCA8,KIF2B
CDCA8,KIF2A
PSMD1,PSME1
PSMD1,PSME3
CENPE,ZWINT
PSMD1,PSME4
CENPO,DSN1
AHCTF1,RANBP2
PSMD1,PSMD4
PSMD1,PSMD5
PSMD1,PSMD6
PSMD1,PSMD7
PSMD1,PSMD8
DYNC1I1,RANBP2
PSMD1,PSMD9
CLASP2,MAD1L1
CENPM,SKA2
CENPM,SKA1
PSMD1,PSMD2
PSMD1,PSMD3
HUS1,RAD9B
CLASP2,TAOK1
CENPH,DYNLL2
CENPH,DYNLL1
BIRC5,SEH1L
KAT5,MAPK8
CLASP1,RPS27
DYNLL1,NDC80
PSMD6,UBA52
CENPM,NUP107
HUS1,RAD9A
BUB1,KNTC1
TP53,WRN
KIF2C,XPO1
PSMD1,PSMF1
NUDC,RANGAP1
KIF2A,SKA1
KIF2A,SKA2
DYNC1I2,DYNLL2
DYNC1I2,DYNLL1
CENPK,CKAP5
NSL1,ZW10
ERCC6L,PMF1
SKA2,TAOK1
KIF2C,NSL1
PSMB10,PSME4
PSMB10,PSME3
PSMB10,PSME1
CLSPN,MCM8
CLSPN,MCM6
CLSPN,MCM7
BRCA1,EXO1
CLSPN,MCM4
BUB1,MAPRE1
CLSPN,MCM5
CLSPN,MCM2
CLSPN,MCM3
CENPA,KNTC1
KIF2A,PAFAH1B1
KIF2C,NUP98
ANAPC11,BUB3
PSMB10,PSMF1
DYNC1LI2,INCENP
CENPF,CKAP5
KIF2C,ZW10
ITGB3BP,NUP43
NUP85,PAFAH1B1
AURKB,CLASP2
AURKB,CLASP1
BRCA1,RAD9A
BRCA1,RAD9B
TP53BP1,UIMC1
PMF1,SKA1
NUF2,PPP1CC
PMF1,SKA2
RAD17,TP53
ITGB3BP,NUP37
PSMD10,RPS27A
DYNC1H1,INCENP
CDCA8,NDEL1
CENPA,RCC2
DYNLL1,NDE1
HERC2,RAD50
RANBP2,TAOK1
AURKB,RANBP2
DYNLL1,NUF2
CENPN,PLK1
PSMC2,UBC
RANGAP1,SEC13
PSMC2,UBB
NUF2,NUP160
CHEK2,HIST3H3
ERCC6L,ZWILCH
BRCA1,RMI1
NUP43,SEH1L
KNTC1,SKA2
KNTC1,SKA1
H2AFX,UBE2V2
B9D2,ZWINT
DYNC1LI1,ZWINT
HUS1,RAD17
CENPI,XPO1
HERC2,UBE2I
DYNC1LI2,KIF18A
AHCTF1,CLIP1
HERC2,UBE2N
AHCTF1,CLASP2
HERC2,MDC1
AHCTF1,CLASP1
PSMA7,UBA52
CDC20,MAPRE1
DNA2,HUS1
SKA1,SKA2
RNF168,UBE2V2
CHEK2,H2AFX
PSMC4,TP53
CLASP2,RANGAP1
DYNC1I2,ITGB3BP
DYNC1I1,NDC80
ITGB3BP,SEC13
PSMB1,TP53
DYNLL2,MAPRE1
CLASP1,MAD2L1
CENPF,NUP107
PSMA2,UBA52
RAD50,TOP3A
NUF2,NUP133
DYNLL1,NUDC
AURKB,INCENP
HUS1,RAD50
CENPI,PPP1CC
CENPT,MAD1L1
ITGB3BP,MIS12
PSMA3,UBA52
MAPRE1,PMF1
MAD1L1,RANBP2
DYNLL2,INCENP
PIAS4,RNF168
CENPT,RANBP2
MAD2L1,NSL1
CDCA8,RANGAP1
BUB1,ITGB3BP
ITGB3BP,SPC24
NUF2,NUP107
ITGB3BP,SPC25
CENPK,ERCC6L
HIST1H4A,PPP5C
GTSE1,TP53
UBC,UBE2V2
ABL1,ATM
RANGAP1,RCC2
PSMC4,PSMD9
HUS1,RFC3
PSMC4,PSMD8
HUS1,RFC4
HUS1,RFC2
HUS1,RFC5
PSMC4,PSMD1
CLASP2,XPO1
DYNC1H1,KNTC1
PSMC4,PSMD3
PSMC4,PSMD2
PSMC4,PSMD5
PSMC4,PSMD4
PSMC4,PSMD7
PSMC4,PSMD6
CENPO,CKAP5
MAPRE1,RCC2
BUB1,NUP107
PSMB10,RPS27A
ATR,HUS1
PSMC4,PSMC6
PSMC4,PSMC5
PLK1,SEC13
ATM,KAT5
CENPT,ERCC6L
CENPN,CENPT
MCM10,MCM8
APBB1,ATM
MCM10,MCM7
MCM10,MCM6
CENPQ,DYNC1H1
BUB1B,NUDC
MCM10,MCM5
MCM10,MCM4
DYNC1LI2,NUDC
NUP160,XPO1
PSMD11,PSMD12
PSMD11,PSMD13
PSMD11,PSMD14
MCM10,MCM3
MCM10,MCM2
NUP107,SKA1
NUP107,SKA2
CENPN,CENPO
CLASP1,PAFAH1B1
CENPN,CENPQ
ANAPC2,CDC20
CENPQ,DYNC1I1
CENPQ,DYNC1I2
ANAPC2,CDC23
DYNC1LI2,NUF2
BARD1,CHEK2
ATR,BARD1
ANAPC2,CDC27
ANAPC2,CDC26
DYNC1LI1,MAD1L1
CKAP5,PLK1
BUB1B,NUF2
DYNC1LI2,NDE1
BUB1B,NDE1
BIRC5,CDC20
BIRC5,PLK1
PSMB8,UBA52
ANAPC2,CDC16
CDKN2A,UBB
BUB1,NUP133
CENPN,TAOK1
KIF2A,NDEL1
DYNC1LI1,TAOK1
CENPH,MAD1L1
CENPN,XPO1
DYNC1I2,RCC2
NUP98,PPP1CC
DYNC1LI2,SEC13
CLASP2,ZW10
PLK1,SPC24
PLK1,SPC25
BRCC3,TP53BP1
PSMB3,TP53
ATM,DNA2
EYA2,NBN
TP53,UBB
TP53,UBC
PSMC4,PSMF1
RAD50,UBA52
BRIP1,RAD17
CLASP2,NSL1
BUB3,MAD2L1
NUP160,ZW10
KIF18A,TAOK1
KIF2A,KIF2B
PSMC4,PSME1
KIF2A,KIF2C
PSMC4,PSME4
BUB1,NUP160
PSMC4,PSME3
CENPL,SEH1L
CDCA8,INCENP
DYNC1LI2,SPC24
DYNC1LI2,SPC25
UBE2N,UIMC1
ATM,RFC2
ATM,RFC3
PSMD10,PSME3
PSMD10,PSME4
ATM,RFC4
ATM,RFC5
DYNLL1,ITGB3BP
RANGAP1,SPC25
BARD1,SUMO1
PSMD10,PSME1
RANGAP1,SPC24
DYNC1I2,KIF2C
ATM,UBA52
NUP85,RANGAP1
CLASP1,ZWILCH
CENPQ,MAD2L1
PSMD10,PSMF1
CENPN,ZW10
ATR,RAD17
HIST3H3,MAPK8
DSN1,NDEL1
NUP107,RANGAP1
BUB3,NUP43
CDCA8,NUP107
DYNC1I2,KIF2A
DYNC1I2,KIF2B
CENPK,MAD1L1
BRIP1,RAD50
CENPE,DYNC1LI1
CENPE,DYNC1LI2
CDC20,DYNLL1
CDC20,DYNLL2
BIRC5,CDCA8
PSMB1,UBC
PSMB1,UBB
CENPN,NSL1
CENPT,RANGAP1
DYNLL1,RCC2
DYNC1I1,DYNC1LI2
DYNC1I1,DYNC1LI1
EYA3,H2AFX
CENPN,DYNC1H1
AHCTF1,AURKB
HIST1H4A,KDM4B
HIST1H4A,KDM4A
CENPN,DYNC1I2
CENPN,DYNC1I1
DYNC1I2,NDEL1
BUB3,NUP98
PSMD11,UBA52
CDCA8,NUP133
CENPL,NSL1
PSMD6,PSME4
PSMD6,PSME3
PSMD6,PSME1
KDM4B,UBE2V2
BRIP1,RAD9B
BUB3,NUP85
BRIP1,RAD9A
NUP37,ZWINT
RAD9B,TOP3A
CENPL,ZW10
PSMD6,PSMD9
PSMD6,PSMD8
PSMD6,PSMD7
RAD9B,RPA2
RAD9B,RPA3
DYNC1LI2,RANGAP1
RAD9B,RPA1
BIRC5,ITGB3BP
ERCC6L,NUP85
DYNC1LI2,NUP107
DYNLL1,MAD1L1
NUP133,PPP1CC
DYNLL1,SEH1L
NUDC,ZW10
PSMD6,PSMF1
CDCA8,NUP160
BRCA1,UIMC1
CENPT,CLIP1
ATR,BRCA1
ATR,MCM5
ATR,MCM6
ATR,MCM7
ATR,MCM8
NUP98,SKA2
NUP98,SKA1
RAD9B,TOPBP1
ATR,RAD9B
ATR,RAD9A
ATR,MCM2
ATR,MCM3
ATR,MCM4
PSME3,UBB
RAD17,RFC5
PSME3,UBC
RAD17,RFC4
RAD17,RFC3
RAD17,RFC2
CENPE,NDEL1
CENPE,KIF2A
CKAP5,MAD1L1
BIRC5,NDC80
KDM4B,NBN
RAD17,WRN
KIF2B,ZWINT
CENPE,KIF2B
CENPE,KIF2C
RAD9A,RBBP8
CENPQ,NDEL1
CDC6,CLSPN
DYNC1LI2,MIS12
BUB3,NUP37
ATM,RBBP8
ITGB3BP,NSL1
ERCC6L,NUP43
KDM4A,RAD50
CDC16,MAD2L1
RFC3,TOPBP1
CENPQ,KIF2C
RAD50,TP53BP1
CENPQ,KIF2B
ERCC6L,NUP37
CENPQ,KIF2A
DYNLL1,PMF1
BUB3,DYNLL1
BUB3,DYNLL2
CENPO,MIS12
CDCA8,KNTC1
INCENP,RANGAP1
ITGB3BP,ZW10
ATR,RAD50
PAFAH1B1,ZWINT
KIF2C,TAOK1
PSMC4,RPS27A
PSMD10,PSMD6
PSMD10,PSMD7
PSMD10,PSMD8
PSMD10,PSMD9
PSMD10,PSMD2
NDEL1,RPS27
PSMD10,PSMD3
PSMD10,PSMD4
AHCTF1,RANGAP1
PSMD10,PSMD5
BUB3,SPC25
BUB3,SPC24
DYNC1LI2,NUP85
PPP5C,RNF168
INCENP,MAPRE1
NUP160,ZWINT
EYA1,HIST1H4A
DYNC1LI2,NUP98
MDM4,UBC
MDM4,UBB
HIST1H4A,KAT5
PSMA2,UBB
CENPO,SPC25
CENPO,SPC24
CLIP1,ZWINT
DYNLL2,KNTC1
BUB1B,RANGAP1
CKAP5,TAOK1
PSMA2,UBC
BUB1,NDEL1
CENPQ,ERCC6L
KDM4A,UBE2I
KDM4A,UBE2N
NUP85,SKA1
PPP1CC,ZW10
NUP133,RPS27
PSMB1,RPS27A
NUP85,SKA2
KIF18A,MAD2L1
CENPO,SEC13
DYNC1LI2,NUP160
NBN,SUMO1
DYNC1LI2,NUP43
B9D2,INCENP
KIF2B,MAD1L1
MIS12,RANGAP1
MIS12,RCC2
PSME4,RPS27A
PSMB9,PSMD10
PSMB9,PSMD12
RAD9A,WRN
PSMB9,PSMD11
PSMB9,PSMD14
PSMB9,PSMD13
NUP37,RANBP2
DYNC1LI2,NUP133
ERCC6L,MAD2L1
ATM,WRN
CDCA8,NDE1
BUB1,KIF2B
BUB1,KIF2A
CLIP1,TAOK1
BUB1,KIF2C
CENPN,MAD1L1
BUB3,MIS12
NUDC,XPO1
CDCA8,NUF2
PPP1CC,XPO1
CENPL,CLIP1
CENPQ,RANGAP1
BUB3,SEC13
CDK2,DBF4
RAD50,RPS27A
MCM2,MCM4
MCM2,MCM3
MCM2,MCM6
MCM2,MCM5
MCM2,MCM8
B9D2,DSN1
ATM,H2AFX
MCM2,MCM7
SKA2,ZWILCH
NDE1,NDEL1
KAT5,RFC5
PSMD10,UBB
CDCA8,NUDC
PSMD10,UBC
KAT5,RFC3
KAT5,RFC4
ERCC6L,NUP98
KAT5,RFC2
DYNLL2,PPP1CC
CENPT,MAD2L1
DYNC1LI2,NUP37
KAT5,RAD9B
KAT5,RAD9A
BRCC3,RAD50
MAD1L1,MIS12
KIF2A,KNTC1
B9D2,NUP160
PAFAH1B1,SKA2
CENPA,RANBP2
PAFAH1B1,SKA1
RFC4,TP53
BRIP1,KAT5
DNA2,RPA2
DNA2,RPA1
DNA2,RPA3
MDC1,UIMC1
ANAPC5,UBE2D1
CENPL,MAPRE1
CDC45,CLSPN
CLIP1,NUP160
PSMA3,PSMD14
CLIP1,NUP133
PSMA3,PSMD12
PSMA3,PSMD13
PSMA3,PSMD10
PSMB6,UBB
PSMA3,PSMD11
PSMB6,UBC
EXO1,TOPBP1
KIF18A,PAFAH1B1
NDC80,NUP85
AHCTF1,NDC80
PSME3,PSME4
BARD1,BRIP1
PSMD13,UBC
PSMD13,UBB
BRIP1,WRN
AHCTF1,NSL1
CENPE,PAFAH1B1
HIST3H3,RAD50
PSME3,PSMF1
B9D2,NUP133
NDC80,NUP98
NUP85,RPS27
BRIP1,DNA2
DYNC1H1,SKA1
DYNC1H1,SKA2
CDCA8,DYNC1LI1
PPP5C,SUMO1
CDCA8,DYNC1LI2
RPA2,TP53
PSMD10,TP53
DYNC1H1,KIF2B
DYNC1H1,KIF2A
MDM4,UBA52
DYNC1I2,MAD1L1
NUF2,SKA2
NUF2,SKA1
BUB1B,CLIP1
CENPA,RPS27
AHCTF1,CDCA8
DYNC1H1,NDEL1
ANAPC4,BUB1B
MIS12,RANBP2
NUP107,NUP160
EXO1,RAD9A
DYNC1H1,KIF2C
EXO1,RAD9B
RPA2,WRN
CHEK1,WEE1
PSMC5,UBB
PSMC5,UBC
CDCA8,PPP1CC
DSN1,DYNLL1
